mass,Int
915.0214233,14645.5
915.071228,14063.9
915.1210327,13174
915.1708374,12657.2
915.2207031,12432
915.2705078,13297.3
915.3203125,15055.9
915.3701172,17637.3
915.4199829,22995.6
915.4697876,42411
915.5195923,87688.3
915.569397,175911
915.6192017,278860
915.6690674,149482
915.7188721,60901.7
915.7686768,34928.6
915.8184814,23685.3
915.8683472,21701.1
915.9181519,21427.1
915.9679565,20655.6
916.0177612,19997.3
916.067627,20443.5
916.1174316,19548.2
916.1672363,18067.2
916.217041,17585.5
916.2669067,18061.2
916.3167114,19681.4
916.3665161,23415.8
916.4163208,29123.8
916.4661865,43382.2
916.5159912,91699.3
916.5657959,169539
916.6156006,195356
916.6654053,125149
916.715271,45771.3
916.7650757,27578.3
916.8148804,23303.1
916.8646851,25169.2
916.9145508,27210.1
916.9643555,23182.1
917.0141602,19395.1
917.0639648,17766
917.1138306,16754.9
917.1636353,15844.3
917.2134399,15294.2
917.2632446,15957.7
917.3131104,17075.3
917.362915,19416.3
917.4127197,27263.8
917.4625244,41012.1
917.5123901,68234.7
917.5621948,110819
917.6119995,122013
917.6618042,78727.4
917.7116089,40310.1
917.7614746,22520.2
917.8112793,18993.5
917.861084,19217.9
917.9108887,20814.6
917.9607544,19020.7
918.0105591,16411.1
918.0603638,14966.8
918.1101685,13537.4
918.1600342,13456.9
918.2098389,13259.3
918.2596436,13502.9
918.3094482,14647.8
918.359314,16448.3
918.4091187,21394.1
918.4589233,36138.9
918.508728,53258.6
918.5585327,65683.2
918.6083984,68522.2
918.6582031,43429.7
918.7080078,25635.3
918.7578125,18851.4
918.8076782,15607.8
918.8574829,15175.1
918.9072876,15536.3
918.9570923,14788.8
919.006958,13397.6
919.0567627,12588.2
919.1065674,12072.8
919.1563721,11851.5
919.2062378,11849.7
919.2560425,12211.5
919.3058472,13119.4
919.3556519,15430.8
919.4055176,20321.6
919.4553223,30886.7
919.505127,50926.5
919.5549316,58231.6
919.6047363,53592
919.6546021,36472.3
919.7044067,21590.7
919.7542114,16754.6
919.8040161,15015.5
919.8538818,14493.8
919.9036865,14304.6
919.9534912,13962.3
920.0032959,13162.9
920.0531616,12537
920.1029663,12065.2
920.152771,12060.8
920.2025757,12122.5
920.2524414,12548.7
920.3022461,13190.6
920.3520508,15034.5
920.4018555,20478.1
920.4517212,29740.7
920.5015259,43508.6
920.5513306,52928
920.6011353,47485.5
920.6509399,36354.9
920.7008057,22700.9
920.7506104,16532.2
920.800415,15070.4
920.8502197,14837.6
920.9000854,14890.7
920.9498901,14898.3
920.9996948,14918.1
921.0494995,13875.6
921.0993652,12573.7
921.1491699,12191.6
921.1989746,12037.8
921.2487793,12457.6
921.298645,13465.1
921.3484497,15833.3
921.3982544,22039.5
921.4480591,31776.1
921.4979248,42695.4
921.5477295,50762.3
921.5975342,49777.5
921.6473389,42105.7
921.6971436,35643.1
921.7470093,27413.2
921.796814,32120.4
921.8466187,36253.5
921.8964233,28587.5
921.9462891,19908.1
921.9960938,17652.1
922.0458984,16153.1
922.0957031,14224.1
922.1455688,13302.4
922.1953735,12959.5
922.2451782,13181
922.2949829,14430.1
922.3448486,16448.5
922.3946533,19846.9
922.444458,28242.2
922.4942627,37691.1
922.5441284,49044.9
922.5939331,52144.9
922.6437378,40073.2
922.6935425,30916
922.7433472,24049.4
922.7932129,22538.4
922.8430176,24927.3
922.8928223,22560.7
922.942627,17546.5
922.9924927,15436.8
923.0422974,14615.7
923.0921021,13574.1
923.1419067,12742.8
923.1917725,12373.3
923.2415771,12596.1
923.2913818,13486
923.3411865,15763.4
923.3910522,18811.1
923.4408569,26248.3
923.4906616,53539.1
923.5404663,90496.5
923.590332,122358
923.6401367,85146.9
923.6899414,39123.2
923.7397461,25277.3
923.7895508,20995.5
923.8394165,19693.1
923.8892212,18716.9
923.9390259,17404
923.9888306,17219.3
924.0386963,17186.7
924.088501,16837.8
924.1383057,15796.8
924.1881104,14765.4
924.2379761,14477.3
924.2877808,14798.1
924.3375854,16306.2
924.3873901,18332
924.4372559,23725.6
924.4870605,41337.2
924.5368652,72296.1
924.5866699,88172.5
924.6365356,70161.5
924.6863403,36774
924.736145,23610.9
924.7859497,18702.3
924.8357544,16551.5
924.8856201,15591.8
924.9354248,15022.4
924.9852295,14865.8
925.0350342,14619
925.0848999,14165.4
925.1347046,13654.2
925.1845093,12956.1
925.234314,13053.4
925.2841797,13511.1
925.3339844,15019.8
925.3837891,19387.5
925.4335938,25805.4
925.4834595,36696.8
925.5332642,57061.4
925.5830688,68044.8
925.6328735,65882
925.6827393,40686.8
925.7325439,22838.2
925.7823486,17924.2
925.8321533,16468.8
925.881958,15841.5
925.9318237,15199.3
925.9816284,14579.4
926.0314331,13505.9
926.0812378,12800.1
926.1311035,12487
926.1809082,12377.4
926.2307129,12406.1
926.2805176,12927.4
926.3303833,14113.3
926.380188,17984.6
926.4299927,24390.7
926.4797974,36409.1
926.5296631,60741.2
926.5794678,75127.4
926.6292725,67626.1
926.6790771,46561.4
926.7289429,25713.8
926.7787476,19097.8
926.8285522,16772.5
926.8783569,15778.8
926.9281616,15311.4
926.9780273,14654.9
927.027832,13561.9
927.0776367,12644
927.1274414,12205.5
927.1773071,12144.2
927.2271118,12585.1
927.2769165,13144.1
927.3267212,14196.2
927.3765869,16711.7
927.4263916,25640.9
927.4761963,38093.3
927.526001,58750
927.5758667,76072.2
927.6256714,76024.6
927.6754761,53863.4
927.7252808,29814.8
927.7750854,19661.8
927.8249512,16946.9
927.8747559,16002.6
927.9245605,15544.8
927.9743652,15550.9
928.024231,15747.8
928.0740356,16846.3
928.1238403,15851.1
928.173645,14500.6
928.2235107,14335.8
928.2733154,15445.9
928.3231201,16787.7
928.3729248,19492.9
928.4227905,30138.9
928.4725952,51800.1
928.5223999,91956.9
928.5722046,130044
928.6220703,107787
928.671875,67916.5
928.7216797,39974.7
928.7714844,24251.2
928.8212891,20722.4
928.8711548,21006.3
928.9209595,21828.1
928.9707642,19568.4
929.0205688,17871.4
929.0704346,17905.4
929.1202393,16697.7
929.1700439,14983.3
929.2198486,14395.6
929.2697144,15304.4
929.319519,16633.4
929.3693237,18701.6
929.4191284,25269.7
929.4689941,51010.4
929.5187988,112345
929.5686035,233778
929.6184082,390430
929.6682739,324892
929.7180786,140805
929.7678833,50661.4
929.817688,32746.9
929.8674927,27548.1
929.9173584,25124
929.9671631,22635.8
930.0169678,20649.5
930.0667725,19971.5
930.1166382,18054.7
930.1664429,16249.6
930.2162476,15583.5
930.2660522,16330.9
930.315918,18565.2
930.3657227,21156.2
930.4155273,25286.8
930.465332,38516.9
930.5151978,66152.8
930.5650024,123595
930.6148071,202598
930.6646118,192653
930.7144775,92303.1
930.7642822,36399.3
930.8140869,25031.7
930.8638916,24978.6
930.9136963,26719.6
930.963562,23829.9
931.0133667,19778.5
931.0631714,18025.9
931.1129761,16688.5
931.1628418,15499.3
931.2126465,14844.1
931.2624512,15052.8
931.3122559,16710.3
931.3621216,19288.2
931.4119263,24416
931.461731,41806.5
931.5115356,78843.1
931.5614014,165505
931.6112061,310526
931.6610107,233143
931.7108154,93645.2
931.7606812,47346.5
931.8104858,28434
931.8602905,24831.1
931.9100952,24714.2
931.9598999,23034.2
932.0097656,20366.2
932.0595703,18282.8
932.109375,16021.7
932.1591797,14925.8
932.2090454,15248.6
932.2588501,15024.5
932.3086548,16277.7
932.3584595,19049.5
932.4083252,24561.6
932.4581299,37138.9
932.5079346,57255.4
932.5577393,97653.3
932.607605,160653
932.6574097,129122
932.7072144,56787
932.757019,31451.7
932.8068848,20356
932.8566895,18228.5
932.9064941,17690.2
932.9562988,17082.7
933.0061035,16118.4
933.0559692,14991.8
933.1057739,13913.5
933.1555786,13506.4
933.2053833,13862.5
933.255249,14163.9
933.3050537,15155.4
933.3548584,16931.1
933.4046631,21469.1
933.4545288,33162.6
933.5043335,48870.6
933.5541382,70088.6
933.6039429,89887.9
933.6538086,66742.8
933.7036133,35649.6
933.753418,22944.8
933.8032227,16870.2
933.8530884,15449.9
933.9028931,15038.9
933.9526978,14457.2
934.0025024,14052.3
934.0523071,13197
934.1021729,12221.8
934.1519775,12035
934.2017822,12709
934.2515869,12822.4
934.3014526,13539.6
934.3512573,15129.9
934.401062,19361.9
934.4508667,30419.7
934.5007324,41856.4
934.5505371,53084.2
934.6003418,55962.6
934.6501465,40278.1
934.7000122,25689.8
934.7498169,18696.3
934.7996216,14809
934.8494263,13998
934.899292,13652.3
934.9490967,13536.5
934.9989014,13120.9
935.0487061,12628.9
935.0985107,11913.1
935.1483765,11728
935.1981812,12069.3
935.2479858,12369.7
935.2977905,13321.9
935.3476563,14881
935.3974609,18620.2
935.4472656,29470.5
935.4970703,43411.1
935.546936,59494.8
935.5967407,69054
935.6465454,47774.9
935.6963501,29585.1
935.7462158,20701.9
935.7960205,16278.7
935.8458252,15215.6
935.8956299,15107.5
935.9454956,15396.9
935.9953003,16077.6
936.045105,17136.5
936.0949097,18114.7
936.1447144,18190.3
936.1945801,18610.5
936.2443848,18971.5
936.2941895,19839.5
936.3439941,21051.6
936.3938599,26281.4
936.4436646,77360
936.4934692,184855
936.5432739,347860
936.5931396,368462
936.6429443,143182
936.692749,71564.2
936.7425537,43376.9
936.7924194,29295.9
936.8422241,25601
936.8920288,25114.6
936.9418335,23250.4
936.9916382,20696.9
937.0415039,19282.7
937.0913086,17557.5
937.1411133,16487.1
937.190918,16004.4
937.2407837,16869.9
937.2905884,18833.3
937.3403931,20622.3
937.3901978,22627.9
937.4400635,47323
937.4898682,102037
937.5396729,190373
937.5894775,233618
937.6393433,108017
937.6891479,54875.9
937.7389526,33825.7
937.7887573,23883.1
937.838623,21324.2
937.8884277,21308.1
937.9382324,20970.4
937.9880371,19563.8
938.0378418,18290
938.0877075,16338.1
938.1375122,15078.4
938.1873169,14179.9
938.2371216,14427.4
938.2869873,15756.4
938.336792,17325.7
938.3865967,19632.2
938.4364014,31647.6
938.4862671,55502.2
938.5360718,93082.5
938.5858765,117281
938.6356812,79408.4
938.6855469,48204.6
938.7353516,26858.8
938.7851563,19623.1
938.8349609,18257.4
938.8848267,18153.8
938.9346313,17892.9
938.984436,16579.5
939.0342407,15100.2
939.0840454,13448.3
939.1339111,13624.7
939.1837158,13183
939.2335205,12855.3
939.2833252,13437.9
939.3331909,14499.6
939.3829956,17250.7
939.4328003,26831.7
939.482605,44796.3
939.5324707,72790.5
939.5822754,87697
939.6320801,63998.9
939.6818848,43739.3
939.7317505,26401.1
939.7815552,19949.7
939.8313599,17300
939.8811646,16491.9
939.9310303,15856.6
939.980835,15132.3
940.0306396,13876.9
940.0804443,12701.2
940.130249,12478.4
940.1801147,12487.3
940.2299194,12453.5
940.2797241,13024.2
940.3295288,14028.1
940.3793945,16657.1
940.4291992,21542.3
940.4790039,34220.6
940.5288086,63013.7
940.5786743,82817.4
940.628479,67132.3
940.6782837,43837.8
940.7280884,25992.8
940.7779541,19315.4
940.8277588,16571.5
940.8775635,15078.6
940.9273682,14578.6
940.9772339,13991
941.0270386,13029.7
941.0768433,12135.4
941.1266479,11795.2
941.1764526,11766.2
941.2263184,12018.2
941.276123,12796.4
941.3259277,14432
941.3757324,18576.7
941.4255981,22896.2
941.4754028,31978.9
941.5252075,52421.8
941.5750122,65203.4
941.6248779,65593.7
941.6746826,49184.6
941.7244873,28873.7
941.774292,20141.6
941.8241577,16644.2
941.8739624,14921.4
941.9237671,14353.1
941.9735718,13857.7
942.0234375,13023.3
942.0732422,12544.4
942.1230469,12057.8
942.1728516,11786.7
942.2226563,11779
942.272522,12302.5
942.3223267,13769.3
942.3721313,17467.6
942.421936,22408.4
942.4718018,32318.5
942.5216064,49046.2
942.5714111,56573.3
942.6212158,57250.7
942.6710815,44129.1
942.7208862,30400.6
942.7706909,21576
942.8204956,16866.3
942.8703613,15896.2
942.920166,15746.9
942.9699707,15162.7
943.0197754,14514.8
943.0696411,14147.1
943.1194458,13707.6
943.1692505,12972.7
943.2190552,13041.7
943.2688599,13535.3
943.3187256,15166.9
943.3685303,17831.6
943.418335,24206.1
943.4681396,52493.8
943.5180054,124406
943.5678101,306775
943.6176147,651720
943.6674194,647991
943.7172852,294516
943.7670898,130195
943.8168945,59703.9
943.8666992,43394.3
943.9165649,36054
943.9663696,30367.9
944.0161743,26867.6
944.065979,24247.7
944.1158447,21560.7
944.1656494,18955.6
944.2154541,17689.8
944.2652588,17215.7
944.3150635,19493.7
944.3649292,22986.9
944.4147339,31165.8
944.4645386,59773
944.5143433,126312
944.564209,261949
944.6140137,470475
944.6638184,482074
944.713623,259075
944.7634888,85933.2
944.8132935,48266.8
944.8630981,38072
944.9129028,36829.3
944.9627686,38098
945.0125732,33041.6
945.0623779,24581.1
945.1121826,20415
945.1620483,18202
945.211853,17040.2
945.2616577,16489.1
945.3114624,17685.3
945.3612671,20359.5
945.4111328,27493.9
945.4609375,39586.7
945.5107422,78793.8
945.5605469,205411
945.6104126,328141
945.6602173,384985
945.710022,185332
945.7598267,63167
945.8096924,37111.7
945.8594971,29730
945.9093018,28111.1
945.9591064,29224.3
946.0089722,26298.1
946.0587769,20713.6
946.1085815,17401.6
946.1583862,15109.1
946.2081909,15054.5
946.2580566,15848.5
946.3078613,15931.9
946.357666,17827.5
946.4074707,23107.2
946.4573364,32690.3
946.5071411,63689.5
946.5569458,147033
946.6067505,215730
946.6566162,210992
946.7064209,99597.9
946.7562256,45377.5
946.8060303,28469.9
946.855896,20856.6
946.9057007,19444.9
946.9555054,19035.5
947.0053101,17672.7
947.0551758,16020.6
947.1049805,14296.1
947.1547852,13006.9
947.2045898,13350.6
947.2543945,14080.8
947.3042603,14510.5
947.3540649,17189.8
947.4038696,21198.1
947.4536743,28645.3
947.50354,49284.5
947.5533447,75236.5
947.6031494,98566.9
947.6529541,88902.1
947.7028198,53968.6
947.7526245,30455.4
947.8024292,18986.4
947.8522339,16086
947.9020996,15217.1
947.9519043,14601.6
948.001709,13767
948.0515137,12944.4
948.1013794,12162.4
948.1511841,11554.6
948.2009888,11799
948.2507935,12568.7
948.3005981,13246.9
948.3504639,14649.5
948.4002686,17907.9
948.4500732,26155.3
948.4998779,36912.8
948.5497437,50349.1
948.5995483,59120.1
948.649353,50944.3
948.6991577,34836.9
948.7490234,20135.2
948.7988281,14974.4
948.8486328,13629.8
948.8984375,13176.5
948.9483032,12685.5
948.9981079,12358.3
949.0479126,11760.2
949.0977173,11077
949.147583,10767.1
949.1973877,11002.1
949.2471924,11686
949.2969971,12079.4
949.3468018,13202.9
949.3966675,16581.2
949.4464722,21719.9
949.4962769,30565.3
949.5460815,43150.5
949.5959473,47072
949.645752,40472.3
949.6955566,29581.9
949.7453613,18254.7
949.7952271,14615.8
949.8450317,13428.5
949.8948364,12854.2
949.9446411,12710.1
949.9945068,12878.5
950.0443115,12772.9
950.0941162,12332.4
950.1439209,11623.1
950.1937866,11560.1
950.2435913,11681.6
950.293396,12276.5
950.3432007,13795.7
950.3930054,18041.9
950.4428711,23466.8
950.4926758,33110.8
950.5424805,46552.2
950.5922852,49507.9
950.6421509,40650.6
950.6919556,26555.7
950.7417603,19011.2
950.7915649,15460.7
950.8414307,13868.9
950.8912354,13305.5
950.94104,13104.3
950.9908447,12809.2
951.0407104,12843.1
951.0905151,12347.2
951.1403198,11694.8
951.1901245,11432.2
951.2399902,11741.5
951.2897949,12533.4
951.3395996,14454.5
951.3894043,17023.2
951.439209,22486.6
951.4890747,40426.1
951.5388794,69184.3
951.5886841,111666
951.6384888,142201
951.6883545,83839
951.7381592,41904.9
951.7879639,23079.9
951.8377686,18628
951.8876343,17072.5
951.937439,15701.5
951.9872437,15063.2
952.0370483,14489.7
952.0869141,13501.2
952.1367188,12627.7
952.1865234,12189.2
952.2363281,12356.5
952.2861938,13219.1
952.3359985,14561.1
952.3858032,17145
952.4356079,23679.4
952.4854126,32830.7
952.5352783,50377.1
952.585083,81548.5
952.6348877,99330.2
952.6846924,71812.6
952.7345581,33464.5
952.7843628,21659.3
952.8341675,17590.3
952.8839722,15595
952.9338379,14670.8
952.9836426,14162
953.0334473,13553.7
953.083252,13130.1
953.1331177,12396
953.1829224,11758.8
953.2327271,11990
953.2825317,12557
953.3323975,13702.6
953.3822021,16923.7
953.4320068,22663.8
953.4818115,34170.3
953.5316162,58724.3
953.5814819,79322.5
953.6312866,85119.8
953.6810913,57094.3
953.730896,35001.1
953.7807617,23219.4
953.8305664,17247.8
953.8803711,15944.2
953.9301758,14995.4
953.9800415,14045.5
954.0298462,13375.2
954.0796509,12762.4
954.1294556,11824.8
954.1793213,11523
954.229126,11699.4
954.2789307,12294.1
954.3287354,13631
954.3786011,15706
954.4284058,20527.2
954.4782104,34192.6
954.5280151,50993.8
954.5778198,64864.8
954.6276855,63966.2
954.6774902,49398.5
954.7272949,33197.2
954.7770996,19820.1
954.8269653,16111.5
954.87677,14670.6
954.9265747,13878.1
954.9763794,13259.1
955.0262451,12849.9
955.0760498,12161
955.1258545,11487.1
955.1756592,11234.5
955.2255249,11335.6
955.2753296,11771.1
955.3251343,12398.4
955.374939,14413
955.4247437,19483.5
955.4746094,27790.3
955.5244141,40219.5
955.5742188,53740.9
955.6240234,52294.9
955.6738892,43639.9
955.7236938,29789.3
955.7734985,20526.5
955.8233032,16731.2
955.8731689,14984.3
955.9229736,14443
955.9727783,13596.1
956.022583,12742.2
956.0724487,12163.8
956.1222534,11773.2
956.1720581,11299.6
956.2218628,11425.4
956.2717285,11656.9
956.3215332,12709.2
956.3713379,14020.1
956.4211426,17188.3
956.4709473,25382.8
956.520813,39549.3
956.5706177,50277.1
956.6204224,52493.3
956.6702271,43521.9
956.7200928,31799.8
956.7698975,22197.1
956.8197021,16436.7
956.8695068,15486.6
956.9193726,15085.6
956.9691772,14096
957.0189819,13200.3
957.0687866,12702.2
957.1186523,11911.8
957.168457,11485.9
957.2182617,11463.6
957.2680664,11817.6
957.3179321,12558.3
957.3677368,14092.1
957.4175415,19419.5
957.4673462,29092.2
957.5171509,51340
957.5670166,98542.2
957.6168213,130719
957.666626,119185
957.7164307,56143.4
957.7662964,27138.2
957.8161011,19599.3
957.8659058,17375
957.9157104,16215
957.9655762,15667.7
958.0153809,15023
958.0651855,14071
958.1149902,13278.8
958.164856,12722.4
958.2146606,12379.9
958.2644653,12572.8
958.31427,13447
958.3641357,15917
958.4139404,21567.7
958.4637451,40015.4
958.5135498,91117.1
958.5633545,142870
958.6132202,164982
958.6630249,155874
958.7128296,86775.1
958.7626343,46004.4
958.8125,28825.4
958.8623047,26491.3
958.9121094,23092.9
958.9619141,18604.7
959.0117798,16766.6
959.0615845,15281.2
959.1113892,13767.3
959.1611938,12786.4
959.2110596,12505.4
959.2608643,12709.6
959.3106689,13852.5
959.3604736,15502.9
959.4103394,19427.9
959.460144,35458.1
959.5099487,60442
959.5597534,111534
959.6095581,211114
959.6594238,304729
959.7092285,290533
959.7590332,109484
959.8088379,51626.3
959.8587036,35708.2
959.9085083,26356.1
959.958313,21805.9
960.0081177,19501.2
960.0579834,16847
960.1077881,15395.4
960.1575928,14195.6
960.2073975,13226.7
960.2572632,13123.5
960.3070679,13335.3
960.3568726,15023.3
960.4066772,17943.6
960.456543,25009.3
960.5063477,41999.2
960.5561523,64759.5
960.605957,98097.5
960.6557617,151595
960.7056274,169488
960.7554321,92089.2
960.8052368,35261.8
960.8550415,22465.6
960.9049072,18913.7
960.9547119,16969.6
961.0045166,15165.5
961.0543213,14101.2
961.104187,13191.8
961.1539917,12481.1
961.2037964,12289.4
961.2536011,12462.4
961.3034668,13063.8
961.3532715,13829.9
961.4030762,16523.5
961.4528809,28340
961.5027466,47399.7
961.5525513,72414.6
961.602356,85503.2
961.6521606,76973.8
961.7019653,68212.3
961.7518311,35405.3
961.8016357,21420.2
961.8514404,17243.9
961.9012451,14660.7
961.9511108,13899.6
962.0009155,13265.2
962.0507202,12597.4
962.1005249,11828.3
962.1503906,11459.7
962.2001953,10881.9
962.25,11218.2
962.2998047,12081
962.3496704,13068.4
962.3994751,14551.8
962.4492798,19941.7
962.4990845,36026.5
962.5489502,56875.3
962.5987549,61606.5
962.6485596,49869.5
962.6983643,32337.5
962.7481689,21078.4
962.7980347,16141
962.8478394,13529.2
962.897644,12826.1
962.9474487,12244.5
962.9973145,11812
963.0471191,11281.5
963.0969238,10959.8
963.1467285,10501.5
963.1965942,10384.5
963.2463989,10621
963.2962036,11678.4
963.3460083,12871.5
963.395874,15189.6
963.4456787,22576.6
963.4954834,31920.6
963.5452881,41893.7
963.5951538,45119.7
963.6449585,38309.6
963.6947632,28285.7
963.7445679,18327.5
963.7943726,14430.8
963.8442383,13141.4
963.894043,12300.4
963.9438477,12086.8
963.9936523,11823
964.0435181,11259.7
964.0933228,10770.1
964.1431274,10347.7
964.1929321,10301.1
964.2427979,10357.9
964.2926025,10884.9
964.3424072,12053.2
964.3922119,14105.4
964.4420776,18102.6
964.4918823,28180.6
964.541687,36649.6
964.5914917,41558.7
964.6412964,35499.7
964.6911621,26288.5
964.7409668,19881.5
964.7907715,14751
964.8405762,13061.3
964.8904419,12381.3
964.9402466,12149.6
964.9900513,11772.6
965.039856,11461.7
965.0897217,10816.4
965.1395264,10441
965.1893311,10292.3
965.2391357,10533.4
965.2890015,11095.8
965.3388062,12046.3
965.3886108,14047.6
965.4384155,21234.4
965.4882813,33094
965.5380859,53390.3
965.5878906,84449.6
965.6376953,92485.8
965.6875,59638.7
965.7373657,27889.4
965.7871704,19360.9
965.8369751,16729.4
965.8867798,15169.5
965.9366455,13902.1
965.9864502,13269.3
966.0362549,12477.5
966.0860596,11926.7
966.1359253,11252.3
966.18573,10895.9
966.2355347,10908.9
966.2853394,11297.9
966.3352051,12609
966.3850098,14789.7
966.4348145,20239.5
966.4846191,35394.3
966.5344849,53739.4
966.5842896,73997.4
966.6340942,80076.4
966.6838989,54153.7
966.7337036,32048.9
966.7835693,19209.9
966.833374,16151
966.8831787,15103.1
966.9329834,14035
966.9828491,13358.5
967.0326538,12526.9
967.0824585,11734.8
967.1322632,11233.6
967.1821289,10999.6
967.2319336,10979.3
967.2817383,11353.9
967.331543,12106.7
967.3814087,14535.4
967.4312134,18994.4
967.4810181,30160.8
967.5308228,57433.2
967.5806885,79683.6
967.6304932,87911.4
967.6802979,55549.5
967.7301025,31630.2
967.7799072,21215.5
967.8297729,16055.4
967.8795776,14667.5
967.9293823,14270.5
967.979187,13536.5
968.0290527,12863.4
968.0788574,12038.1
968.1286621,11414.8
968.1784668,11120.3
968.2283325,11430.2
968.2781372,12286.3
968.3279419,13650.6
968.3777466,15513.9
968.4276123,20910.1
968.477417,38334
968.5272217,61065.1
968.5770264,89419
968.6268921,98333.3
968.6766968,63922.8
968.7265015,36610.8
968.7763062,20694.1
968.8261108,16538
968.8759766,14926.5
968.9257813,13989.5
968.9755859,13637
969.0253906,13169.9
969.0752563,12354.7
969.125061,11590
969.1748657,11191.9
969.2246704,11405.6
969.2745361,11993.7
969.3243408,12955.4
969.3741455,15175.8
969.4239502,19213.5
969.4738159,28477.9
969.5236206,49306.5
969.5734253,67365.7
969.62323,74092.8
969.6730957,50745.5
969.7229004,31406.7
969.7727051,21321.6
969.8225098,15646.6
969.8723145,14201.1
969.9221802,13598.5
969.9719849,13013.8
970.0217896,12649.5
970.0715942,12425.2
970.12146,11753.7
970.1712646,11417.6
970.2210693,11559.9
970.270874,12265.7
970.3207397,13137
970.3705444,14658.5
970.4203491,18834.3
970.4701538,25781.2
970.5200195,40506.7
970.5698242,71008.6
970.6196289,91441.1
970.6694336,81835
970.7192993,41895.5
970.769104,25002.8
970.8189087,18635.9
970.8687134,15683.5
970.9185181,14934
970.9683838,14102.6
971.0181885,13052.3
971.0679932,12496.9
971.1177979,12016.9
971.1676636,11484
971.2174683,11573.6
971.2672729,11935.2
971.3170776,12738.4
971.3669434,14007.8
971.416748,16712.8
971.4665527,25691.1
971.5163574,40804.1
971.5662231,73074
971.6160278,123572
971.6658325,128583
971.7156372,71474.6
971.7655029,30321.9
971.8153076,20044.5
971.8651123,16714.6
971.914917,15194.7
971.9647217,14429.9
972.0145874,13517.7
972.0643921,12455.3
972.1141968,11899.5
972.1640015,11473
972.2138672,11394.8
972.2636719,11578.6
972.3134766,12188.4
972.3632813,13969.3
972.413147,16533.7
972.4629517,21886.9
972.5127563,38090.5
972.562561,61779.3
972.6124268,89205.4
972.6622314,90781.3
972.7120361,55534.2
972.7618408,31180.1
972.8117065,18196.7
972.8615112,15154.2
972.9113159,14162.1
972.9611206,13395.8
973.0109253,12820.1
973.060791,12266.3
973.1105957,11580.4
973.1604004,11281.1
973.2102051,11315
973.2600708,11790.6
973.3098755,12473.4
973.3596802,14019.6
973.4094849,19159.3
973.4593506,32850.4
973.5091553,78369.5
973.55896,188702
973.6087646,238057
973.6586304,158029
973.7084351,74621.9
973.7582397,38379.1
973.8080444,25064.5
973.8578491,18555.8
973.9077148,16750.7
973.9575195,15916.7
974.0073242,14868
974.0571289,13946.7
974.1069946,12817.3
974.1567993,11755.2
974.206604,11376.4
974.2564087,11833.3
974.3062744,13295.8
974.3560791,15463.9
974.4058838,23230.3
974.4556885,54730.8
974.5055542,102749
974.5553589,145559
974.6051636,154336
974.6549683,102235
974.704834,62844
974.7546387,30706.3
974.8044434,20886.1
974.854248,17634.8
974.9040527,15683.4
974.9539185,14909.1
975.0037231,14164.7
975.0535278,13190.1
975.1033325,12377.9
975.1531982,11666.2
975.2030029,11354.2
975.2528076,11647.4
975.3026123,12612.8
975.352478,14565.1
975.4022827,19311.5
975.4520874,33868.1
975.5018921,71954.8
975.5517578,99669.4
975.6015625,102448
975.6513672,68222.7
975.7011719,43038.8
975.7510376,27244.1
975.8008423,17832.2
975.850647,15540
975.9004517,14721.2
975.9502563,14010.3
976.0001221,13388
976.0499268,12656.1
976.0997314,11616.5
976.1495361,10916.9
976.1994019,10805.4
976.2492065,11208.1
976.2990112,11523.6
976.3488159,12862.3
976.3986816,15689.2
976.4484863,26512.1
976.498291,56519.7
976.5480957,82637.9
976.5979614,76495.5
976.6477661,53923.4
976.6975708,36641.8
976.7473755,24233.8
976.7972412,16526.6
976.8470459,14385.3
976.8968506,13615.6
976.9466553,12930.3
976.99646,12525.4
977.0463257,11913.2
977.0961304,11189.1
977.1459351,10664.2
977.1957397,10698.9
977.2456055,11125.2
977.2954102,11610.5
977.3452148,12201.2
977.3950195,15051.3
977.4448853,21944
977.4946899,35658.3
977.5444946,54974.5
977.5942993,53453
977.644165,44067.6
977.6939697,28918.9
977.7437744,20040.7
977.7935791,15727.9
977.8434448,13847.4
977.8932495,13597.5
977.9430542,13416
977.9928589,12607.9
978.0426636,11955.7
978.0925293,11204.2
978.142334,10514.9
978.1921387,10462.6
978.2419434,10627.7
978.2918091,11197.9
978.3416138,11710.1
978.3914185,13423.1
978.4412231,19855.1
978.4910889,29466.3
978.5408936,41441.2
978.5906982,46271.9
978.6405029,41699.2
978.6903687,33630.1
978.7401733,22321.6
978.789978,16300.4
978.8397827,13862.3
978.8896484,12850
978.9394531,12498
978.9892578,11994.1
979.0390625,11338.4
979.0888672,10692.3
979.1387329,10397
979.1885376,10285.7
979.2383423,10497.2
979.288147,10951
979.3380127,12342.9
979.3878174,14268.2
979.4376221,18914.4
979.4874268,28258.8
979.5372925,44184.9
979.5870972,60300.5
979.6369019,56442.7
979.6867065,40830.2
979.7365723,24917.3
979.786377,18187.2
979.8361816,15205.6
979.8859863,14029.8
979.9358521,13560.8
979.9856567,13113.7
980.0354614,12023.1
980.0852661,11384.6
980.1350708,10759.7
980.1849365,10517.2
980.2347412,10491.8
980.2845459,11043.3
980.3343506,12442.6
980.3842163,14096.3
980.434021,18581.1
980.4838257,33797.8
980.5336304,55184.1
980.5834961,77396.6
980.6333008,68806.4
